Player 1,Player 2,Score Player 1,Score Player 2
533,1218,129,414
533,1274,0,500
533,1285,0,500
533,1304,159,394
533,1307,129,414
533,1318,147,402
533,1375,138,408
533,1381,300,300
533,1402,0,500
533,1413,0,500
533,1427,0,500
533,1434,300,300
533,1450,0,500
533,1480,0,500
533,1481,144,404
533,1516,147,402
533,1550,147,402
533,1651,300,300
533,1654,300,300
533,1657,0,500
533,1677,159,394
533,1738,0,500
533,1746,300,300
533,1763,141,406
533,1775,300,300
533,1802,300,300
533,1814,0,500
533,1818,159,394
533,1823,0,500
533,1827,0,500
533,1831,300,300
533,1833,0,500
533,1847,300,300
533,1864,135,410
533,1867,300,300
533,1909,300,300
533,1916,300,300
533,1950,126,416
533,2079,168,388
533,2099,300,300
533,2145,300,300
533,2201,150,400
533,2231,0,500
533,2234,0,500
533,2238,126,416
533,2241,300,300
533,2286,300,300
533,2321,138,408
533,2337,300,300
533,2344,300,300
533,2392,300,300
533,2401,300,300
533,2406,0,500
533,2415,0,500
533,2421,123,418
533,2428,300,300
533,2443,300,300
533,2473,300,300
533,2570,0,500
533,2573,300,300
533,2615,300,300
533,2617,156,396
533,2631,300,300
533,2777,138,408
533,2843,0,500
533,2844,300,300
533,2857,300,300
533,2908,0,500
533,2936,0,500
533,2959,300,300
533,3016,300,300
533,3042,0,500
533,3063,300,300
533,3066,0,500
533,3178,0,500
533,3189,0,500
533,3192,138,408
533,3215,300,300
533,3256,153,398
533,3273,165,390
533,3274,300,300
533,3275,300,300
533,3279,300,300
533,3282,300,300
533,3315,300,300
533,3316,300,300
533,3375,138,408
533,3396,300,300
533,3402,123,418
533,3404,141,406
533,3469,0,500
533,3501,0,500
533,3520,300,300
533,3537,0,500
533,3564,300,300
533,3571,300,300
533,3603,300,300
533,3635,300,300
533,3637,0,500
533,3650,300,300
533,3660,300,300
533,3664,183,378
533,3720,0,500
533,3758,300,300
533,3876,300,300
533,3888,0,500
533,3909,135,410
533,3911,300,300
533,3963,300,300
533,3990,300,300
533,3996,0,500
533,4063,171,386
533,4126,0,500
533,4154,0,500
533,4157,300,300
533,4162,300,300
533,4206,300,300
533,4213,156,396
533,4225,300,300
533,4245,300,300
533,4252,300,300
533,4265,300,300
533,4269,300,300
533,4295,300,300
533,4318,300,300
533,4340,150,400
533,4344,300,300
533,4354,0,500
533,4368,300,300
533,4390,0,500
533,4413,141,406
533,4425,300,300
533,4501,300,300
533,4511,300,300
533,4524,147,402
533,4531,156,396
533,4575,300,300
533,4612,300,300
533,4645,300,300
533,4679,300,300
533,4695,135,410
533,4703,120,420
533,4759,135,410
533,4768,300,300
533,4799,0,500
533,4818,0,500
533,4827,150,400
533,4829,300,300
533,4851,300,300
533,4869,300,300
533,4994,300,300
533,5001,300,300
533,5016,0,500
533,5055,153,398
533,5065,300,300
533,5074,0,500
533,5089,300,300
533,5114,300,300
533,5124,300,300
533,5155,300,300
533,5171,0,500
533,5193,300,300
533,5232,147,402
533,5262,0,500
533,5302,300,300
533,5326,300,300
533,5399,300,300
533,5411,300,300
533,5427,300,300
533,5486,300,300
533,5507,300,300
533,5510,144,404
533,5529,300,300
533,5532,300,300
533,5540,156,396
533,5541,159,394
533,5560,168,388
533,5627,300,300
533,5649,147,402
533,5669,300,300
533,5720,300,300
533,5725,300,300
533,5726,300,300
533,5778,159,394
533,5821,300,300
533,5829,300,300
533,5863,0,500
533,5905,300,300
533,5935,300,300
533,5996,144,404
533,6029,162,392
533,6088,300,300
533,6130,300,300
533,6136,300,300
533,6242,300,300
533,6291,0,500
533,6321,300,300
533,6340,300,300
533,6347,300,300
536,225,394,159
536,400,214,204
536,407,229,224
536,887,48,308
536,1130,215,210
536,1177,42,332
536,1330,219,224
536,1620,234,229
536,1835,219,214
536,1882,404,144
536,1888,231,236
536,2046,52,292
536,2198,392,162
536,2390,45,320
536,2474,396,156
536,2692,55,280
536,2771,228,223
536,3120,237,237
536,3347,213,233
536,3489,410,135
536,3746,402,147
536,3788,392,162
536,3926,228,223
536,3950,402,147
536,4219,53,288
536,4388,52,292
536,4910,217,212
536,5076,216,256
536,5519,392,162
536,5537,392,162
536,5907,406,141
536,5955,380,180
536,6034,229,224
536,6044,197,227
536,6155,246,241
536,6316,51,296
536,6323,382,177
822,273,304,49
822,318,100,100
822,333,104,99
822,407,104,99
822,646,100,100
822,742,104,99
822,769,100,100
822,772,288,53
822,883,500,0
822,1025,100,100
822,1142,100,100
822,1172,100,100
822,1229,292,52
822,1267,100,100
822,1328,280,55
822,1343,500,0
822,1378,100,100
822,1505,292,52
822,1528,500,0
822,1578,104,99
822,1732,304,49
822,1736,284,54
822,1762,104,99
822,1793,100,100
822,1796,304,49
822,1818,292,52
822,1913,284,54
822,1997,500,0
822,2049,100,100
822,2212,500,0
822,2302,100,100
822,2332,308,48
822,2416,500,0
822,2545,100,100
822,2617,296,51
822,2668,336,41
822,2713,276,56
822,2823,500,0
822,2853,104,99
822,2874,104,99
822,2927,100,100
822,3080,500,0
822,3098,316,46
822,3192,300,50
822,3284,100,100
822,3314,104,99
822,3357,500,0
822,3484,500,0
822,3498,100,100
822,3561,264,59
822,3660,104,99
822,3695,100,100
822,3738,100,100
822,3778,500,0
822,3795,500,0
822,3939,500,0
822,3979,104,99
822,4038,336,41
822,4064,284,54
822,4106,500,0
822,4117,500,0
822,4326,104,99
822,4363,104,99
822,4371,500,0
822,4395,100,100
822,4415,500,0
822,4437,300,50
822,4452,500,0
822,4471,104,99
822,4483,100,100
822,4587,320,45
822,4617,104,99
822,4634,500,0
822,4900,104,99
822,4948,316,46
822,4994,104,99
822,5040,100,100
822,5091,280,55
822,5098,288,53
822,5207,100,100
822,5263,100,100
822,5265,104,99
822,5292,500,0
822,5543,100,100
822,5591,500,0
822,5713,500,0
822,5775,100,100
822,5783,104,99
822,5798,104,99
822,5866,292,52
822,5929,500,0
822,5969,100,100
822,5970,320,45
822,5977,104,99
822,6090,500,0
822,6164,104,99
822,6165,100,100
822,6168,100,100
822,6223,500,0
822,6235,336,41
822,6291,100,100
822,6298,100,100
822,6320,104,99
822,6384,100,100
890,4,500,0
890,38,100,100
890,136,500,0
890,227,100,100
890,293,104,99
890,294,104,99
890,369,100,100
890,566,500,0
890,670,104,99
890,685,500,0
890,959,296,51
890,965,276,56
890,976,100,100
890,1040,104,99
890,1285,100,100
890,1359,328,43
890,1427,100,100
890,1435,104,99
890,1513,104,99
890,1558,104,99
890,1560,500,0
890,1598,104,99
890,1668,500,0
890,1672,104,99
890,1677,272,57
890,1694,500,0
890,1733,104,99
890,1777,104,99
890,1806,500,0
890,1809,252,62
890,1821,104,99
890,1839,280,55
890,1929,100,100
890,2017,104,99
890,2357,104,99
890,2361,500,0
890,2484,104,99
890,2547,500,0
890,2617,316,46
890,2637,304,49
890,2671,100,100
890,2928,500,0
890,3119,500,0
890,3139,500,0
890,3168,500,0
890,3194,104,99
890,3344,500,0
890,3402,304,49
890,3432,500,0
890,3499,500,0
890,3504,100,100
890,3537,100,100
890,3564,104,99
890,3598,104,99
890,3692,104,99
890,3774,104,99
890,3782,100,100
890,3882,100,100
890,3977,500,0
890,4021,500,0
890,4026,296,51
890,4046,500,0
890,4061,324,44
890,4157,104,99
890,4421,224,69
890,4463,500,0
890,4496,280,55
890,4672,296,51
890,4715,292,52
890,4743,500,0
890,4756,104,99
890,4882,104,99
890,4911,104,99
890,5019,500,0
890,5125,500,0
890,5438,104,99
890,5612,500,0
890,5664,104,99
890,5724,500,0
890,5840,100,100
890,5868,104,99
890,6060,312,47
890,6062,292,52
890,6076,104,99
890,6093,104,99
890,6294,104,99
890,6296,328,43
890,6347,104,99
907,439,104,99
907,580,104,99
907,641,100,100
907,752,104,99
907,849,104,99
907,923,104,99
907,959,328,43
907,996,100,100
907,1051,100,100
907,1075,500,0
907,1406,104,99
907,1418,500,0
907,1506,316,46
907,1549,104,99
907,1576,100,100
907,1620,104,99
907,1775,104,99
907,1788,100,100
907,1929,100,100
907,2047,316,46
907,2064,104,99
907,2107,500,0
907,2198,500,0
907,2332,296,51
907,2440,100,100
907,2476,500,0
907,2524,100,100
907,2671,100,100
907,2704,500,0
907,2767,304,49
907,2856,104,99
907,2893,100,100
907,2897,100,100
907,2899,500,0
907,2968,500,0
907,3090,104,99
907,3192,324,44
907,3210,500,0
907,3256,296,51
907,3388,328,43
907,3531,300,50
907,3695,100,100
907,4129,104,99
907,4141,100,100
907,4245,500,0
907,4392,100,100
907,4512,500,0
907,4531,316,46
907,4788,100,100
907,4871,100,100
907,4975,100,100
907,4988,104,99
907,5068,104,99
907,5428,104,99
907,5674,316,46
907,5816,104,99
907,5860,104,99
907,5876,276,56
907,5939,500,0
907,5968,500,0
907,6002,328,43
907,6083,276,56
907,6155,104,99
907,6218,500,0
907,6250,100,100
1126,212,99,104
1126,497,300,300
1126,707,99,104
1126,1102,300,300
1126,1123,99,104
1126,1177,99,104
1126,1294,99,104
1126,1317,300,300
1126,1363,300,300
1126,1379,300,300
1126,1549,300,300
1126,1676,300,300
1126,1923,300,300
1126,2030,300,300
1126,2139,227,232
1126,2206,300,300
1126,2250,99,104
1126,2449,300,300
1126,2509,300,300
1126,2590,300,300
1126,2625,300,300
1126,2646,300,300
1126,2760,300,300
1126,2793,99,104
1126,3049,300,300
1126,3145,300,300
1126,3219,207,207
1126,3239,300,300
1126,3266,300,300
1126,3341,300,300
1126,3378,300,300
1126,3458,300,300
1126,3533,99,104
1126,3678,300,300
1126,3711,99,104
1126,3975,300,300
1126,4229,230,235
1126,4350,300,300
1126,4613,300,300
1126,4671,99,104
1126,4721,300,300
1126,4845,300,300
1126,4883,300,300
1126,4976,300,300
1126,4980,300,300
1126,4983,300,300
1126,4984,99,104
1126,5003,233,233
1126,5171,99,104
1126,5232,223,228
1126,5363,229,229
1126,5629,300,300
1126,5649,224,224
1126,5677,300,300
1126,5702,231,236
1126,5712,300,300
1126,5766,300,300
1126,5848,300,300
1126,6053,99,104
1126,6120,300,300
1126,6170,99,104
1126,6294,300,300
1184,35,300,300
1184,270,300,300
1184,362,0,500
1184,400,129,414
1184,425,156,396
1184,541,300,300
1184,601,300,300
1184,617,300,300
1184,664,300,300
1184,785,300,300
1184,930,300,300
1184,942,138,408
1184,1003,141,406
1184,1145,147,402
1184,1157,300,300
1184,1179,0,500
1184,1194,0,500
1184,1282,300,300
1184,1297,300,300
1184,1315,300,300
1184,1361,300,300
1184,1362,300,300
1184,1369,300,300
1184,1370,0,500
1184,1450,0,500
1184,1542,0,500
1184,1556,300,300
1184,1633,0,500
1184,1634,144,404
1184,1636,144,404
1184,1713,300,300
1184,1760,300,300
1184,1860,147,402
1184,1926,300,300
1184,1982,0,500
1184,1993,300,300
1184,2021,300,300
1184,2045,0,500
1184,2066,300,300
1184,2083,147,402
1184,2212,300,300
1184,2300,174,384
1184,2374,0,500
1184,2503,162,392
1184,2524,0,500
1184,2617,135,410
1184,2642,0,500
1184,2661,0,500
1184,2726,159,394
1184,2728,300,300
1184,2743,300,300
1184,2758,0,500
1184,2777,132,412
1184,2850,0,500
1184,2890,138,408
1184,2934,0,500
1184,3027,159,394
1184,3032,0,500
1184,3042,0,500
1184,3111,300,300
1184,3120,300,300
1184,3164,300,300
1184,3278,0,500
1184,3285,300,300
1184,3434,0,500
1184,3678,300,300
1184,3710,300,300
1184,3711,0,500
1184,3862,300,300
1184,3953,300,300
1184,3990,300,300
1184,3996,0,500
1184,4043,300,300
1184,4086,300,300
1184,4217,300,300
1184,4225,300,300
1184,4317,300,300
1184,4334,300,300
1184,4335,0,500
1184,4387,150,400
1184,4412,0,500
1184,4453,300,300
1184,4467,300,300
1184,4736,141,406
1184,4803,300,300
1184,4815,300,300
1184,4827,156,396
1184,4958,300,300
1184,4972,300,300
1184,5015,0,500
1184,5118,300,300
1184,5186,300,300
1184,5316,141,406
1184,5318,120,420
1184,5520,0,500
1184,5536,300,300
1184,5710,0,500
1184,5719,300,300
1184,5808,300,300
1184,5884,156,396
1184,6020,0,500
1184,6046,135,410
1184,6139,300,300
1184,6261,300,300
1184,6270,0,500
1184,6313,300,300
1184,6370,300,300
1269,58,100,100
1269,85,300,50
1269,121,100,100
1269,227,100,100
1269,297,284,54
1269,364,500,0
1269,380,104,99
1269,381,100,100
1269,426,100,100
1269,438,104,99
1269,456,500,0
1269,549,104,99
1269,566,500,0
1269,579,100,100
1269,583,500,0
1269,617,104,99
1269,642,100,100
1269,710,100,100
1269,714,500,0
1269,732,104,99
1269,838,104,99
1269,845,500,0
1269,855,348,38
1269,865,104,99
1269,917,320,45
1269,965,328,43
