Node 1,Node 2,Score Player 1,Score Player 2
5880,1468,500,0
5880,1516,500,0
5880,1553,100,100
5880,1585,320,45
5880,1590,300,50
5880,1638,500,0
5880,1672,100,100
5880,1826,288,53
5880,1928,100,100
5880,2013,104,99
5880,2016,104,99
5880,2085,104,99
5880,2111,500,0
5880,2157,100,100
5880,2174,304,49
5880,2197,292,52
5880,2222,320,45
5880,2264,104,99
5880,2302,500,0
5880,2303,320,45
5880,2401,280,55
5880,2412,104,99
5880,2428,320,45
5880,2482,100,100
5880,2551,104,99
5880,2556,296,51
5880,2582,100,100
5880,2653,104,99
5880,2730,104,99
5880,2822,308,48
5880,2825,100,100
5880,2837,264,59
5880,2899,500,0
5880,2900,500,0
5880,3022,104,99
5880,3059,100,100
5880,3079,100,100
5880,3080,500,0
5880,3083,104,99
5880,3098,272,57
5880,3158,500,0
5880,3289,100,100
5880,3314,104,99
5880,3370,284,54
5880,3496,100,100
5880,3526,248,63
5880,3538,292,52
5880,3653,500,0
5880,3664,300,50
5880,3688,500,0
5880,3719,304,49
5880,3730,312,47
5880,3762,100,100
5880,3789,100,100
5880,3803,304,49
5880,3829,100,100
5880,3862,100,100
5880,3885,500,0
5880,3896,100,100
5880,3898,104,99
5880,3905,100,100
5880,3918,300,50
5880,3957,500,0
5880,3982,100,100
5880,4024,500,0
5880,4061,304,49
5880,4107,500,0
5880,4118,308,48
5880,4124,100,100
5880,4130,312,47
5880,4141,104,99
5880,4161,312,47
5880,4173,304,49
5880,4210,500,0
5880,4281,296,51
5880,4295,500,0
5880,4321,296,51
5880,4353,100,100
5880,4420,104,99
5880,4440,500,0
5880,4492,100,100
5880,4516,308,48
5880,4529,104,99
5880,4538,500,0
5880,4569,100,100
5880,4669,100,100
5880,4679,332,42
5880,4684,500,0
5880,4686,276,56
5880,4699,288,53
5880,4708,500,0
5880,4811,296,51
5880,4903,104,99
5880,4938,104,99
5880,5011,104,99
5880,5120,256,61
5880,5143,304,49
5880,5149,104,99
5880,5155,500,0
5880,5333,100,100
5880,5347,104,99
5880,5357,104,99
5880,5458,340,40
5880,5463,500,0
5880,5476,100,100
5880,5480,500,0
5880,5486,500,0
5880,5517,104,99
5880,5539,312,47
5880,5711,104,99
5880,5748,500,0
5880,5834,100,100
5880,5860,332,42
5880,5876,500,0
5880,5878,500,0
5880,5935,500,0
5880,6002,276,56
5880,6094,100,100
5880,6178,100,100
5880,6242,104,99
5880,6257,104,99
5880,6284,100,100
5880,6292,292,52
5880,6332,100,100
5880,6356,104,99
5936,40,410,135
5936,62,50,300
5936,119,53,288
5936,143,243,213
5936,196,271,181
5936,278,394,159
5936,298,225,215
5936,317,404,144
5936,369,229,224
5936,371,404,144
5936,423,230,230
5936,469,255,170
5936,491,400,150
5936,493,220,220
5936,592,410,135
5936,604,241,236
5936,676,225,225
5936,709,232,232
5936,990,208,203
5936,991,211,236
5936,993,238,233
5936,1111,51,296
5936,1135,218,218
5936,1153,246,191
5936,1168,45,320
5936,1327,388,168
5936,1413,406,141
5936,1439,228,228
5936,1471,394,159
5936,1493,225,220
5936,1588,235,230
5936,1661,227,227
5936,1736,219,239
5936,1796,44,324
5936,2085,221,221
5936,2237,46,316
5936,2458,253,228
5936,2521,197,237
5936,2804,221,216
5936,2837,243,203
5936,2930,396,156
5936,3025,410,135
5936,3160,48,308
5936,3166,225,225
5936,3249,221,256
5936,3309,50,300
5936,3349,416,126
5936,3383,418,123
5936,3515,225,225
5936,3699,46,316
5936,3706,50,300
5936,3811,392,162
5936,3841,410,135
5936,3843,392,162
5936,3861,218,213
5936,3880,214,214
5936,3922,58,268
5936,4057,54,284
5936,4079,231,231
5936,4123,406,141
5936,4182,251,211
5936,4303,257,257
5936,4584,271,186
5936,4679,235,230
5936,4726,279,204
5936,4787,245,195
5936,4810,248,248
5936,4863,225,225
5936,4957,54,284
5936,5018,388,168
5936,5025,228,228
5936,5043,211,211
5936,5297,251,196
5936,5355,228,228
5936,5415,51,296
5936,5418,221,241
5936,5554,54,284
5936,5579,45,320
5936,5591,404,144
5936,5711,225,225
5936,5713,210,245
5936,5754,245,200
5936,5821,48,308
5936,5858,233,228
5936,5915,43,328
5936,5943,46,316
5936,5953,58,268
5936,5977,236,196
5936,6042,235,235
5936,6090,47,312
5936,6207,398,153
5936,6234,51,296
5955,309,300,300
5955,367,150,400
5955,463,300,300
5955,519,300,300
5955,524,300,300
5955,568,0,500
5955,632,126,416
5955,745,0,500
5955,756,300,300
5955,870,0,500
5955,885,300,300
5955,1001,300,300
5955,1013,0,500
5955,1041,300,300
5955,1104,300,300
5955,1130,168,388
5955,1177,0,500
5955,1290,120,420
5955,1322,300,300
5955,1409,300,300
5955,1452,147,402
5955,1470,141,406
5955,1487,300,300
5955,1620,300,300
5955,1634,300,300
5955,1733,0,500
5955,1763,300,300
5955,1773,0,500
5955,1824,0,500
5955,1882,300,300
5955,2080,0,500
5955,2437,300,300
5955,2476,300,300
5955,2516,300,300
5955,2570,300,300
5955,2648,0,500
5955,2704,300,300
5955,2838,300,300
5955,2974,0,500
5955,3135,300,300
5955,3175,0,500
5955,3190,300,300
5955,3272,300,300
5955,3314,300,300
5955,3389,300,300
5955,3432,300,300
5955,3537,300,300
5955,3544,162,392
5955,3641,156,396
5955,3788,0,500
5955,3803,135,410
5955,4238,0,500
5955,4388,0,500
5955,4411,300,300
5955,4710,174,384
5955,4780,0,500
5955,4910,300,300
5955,4990,159,394
5955,4996,300,300
5955,5030,153,398
5955,5033,0,500
5955,5091,300,300
5955,5186,174,384
5955,5361,300,300
5955,5383,300,300
5955,5430,300,300
5955,5439,174,384
5955,5519,300,300
5955,5554,0,500
5955,5646,0,500
5955,5908,300,300
5955,6034,0,500
5955,6062,0,500
5955,6076,300,300
5955,6104,300,300
5955,6196,300,300
5955,6316,147,402
5955,6386,144,404
5981,9,402,147
5981,567,46,316
5981,579,223,218
5981,897,388,168
5981,937,50,300
5981,1250,402,147
5981,1345,210,205
5981,1513,414,129
5981,1591,408,138
5981,1596,191,236
5981,1839,49,304
5981,1896,52,292
5981,2563,231,231
5981,2605,239,229
5981,2654,224,219
5981,3049,232,232
5981,3638,414,129
5981,3654,396,156
5981,4664,52,292
5981,4672,392,162
5981,4946,207,217
5981,4980,43,328
5981,5194,44,324
5981,5798,404,144
5981,6157,219,224
5981,6269,49,304
5984,147,230,235
5984,362,99,104
5984,402,99,104
5984,511,99,104
5984,613,99,104
5984,831,223,223
5984,857,223,228
5984,895,99,104
5984,897,300,300
5984,941,221,221
5984,976,217,217
5984,1007,300,300
5984,1051,300,300
5984,1294,300,300
5984,1692,215,220
5984,1728,99,104
5984,1763,300,300
5984,1772,300,300
5984,1853,99,104
5984,2024,99,104
5984,2047,99,104
5984,2150,300,300
5984,2369,300,300
5984,2431,229,234
5984,2484,300,300
5984,2491,99,104
5984,2493,300,300
5984,2523,229,229
5984,3228,300,300
5984,3470,99,104
5984,3514,213,218
5984,3630,300,300
5984,3791,300,300
5984,3862,99,104
5984,4076,99,104
5984,4273,234,239
5984,4306,99,104
5984,4354,226,231
5984,4358,300,300
5984,4917,239,239
5984,5133,300,300
5984,5172,300,300
5984,5204,300,300
5984,5229,300,300
5984,5451,99,104
5984,5710,300,300
5984,5759,242,242
5984,5963,230,230
5984,6062,99,104
5987,190,0,500
5987,204,168,388
5987,269,0,500
5987,309,300,300
5987,386,0,500
5987,409,0,500
5987,477,162,392
5987,493,300,300
5987,590,300,300
5987,606,150,400
5987,640,300,300
5987,651,138,408
5987,790,300,300
5987,817,0,500
5987,826,171,386
5987,877,300,300
5987,1031,300,300
5987,1095,162,392
5987,1146,300,300
5987,1163,0,500
5987,1191,300,300
5987,1250,300,300
5987,1370,0,500
5987,1387,144,404
5987,1468,300,300
5987,1543,0,500
5987,1590,150,400
5987,1622,300,300
5987,1755,129,414
5987,1826,165,390
5987,1833,132,412
5987,1886,300,300
5987,1892,300,300
5987,1938,300,300
5987,2080,0,500
5987,2159,300,300
5987,2197,144,404
5987,2316,300,300
5987,2401,147,402
5987,2428,150,400
5987,2464,300,300
5987,2482,0,500
5987,2518,141,406
5987,2527,0,500
5987,2617,0,500
5987,2644,300,300
5987,2648,0,500
5987,2655,174,384
5987,2766,300,300
5987,2809,300,300
5987,2838,300,300
5987,2850,0,500
5987,2928,300,300
5987,2951,0,500
5987,3079,0,500
5987,3122,0,500
5987,3158,300,300
5987,3212,300,300
5987,3255,300,300
5987,3411,300,300
5987,3420,0,500
5987,3450,300,300
5987,3582,300,300
5987,3688,300,300
5987,3701,0,500
5987,3829,0,500
5987,3844,300,300
5987,3845,300,300
5987,3852,168,388
5987,3924,0,500
5987,3999,159,394
5987,4124,0,500
5987,4266,0,500
5987,4298,183,378
5987,4301,0,500
5987,4304,159,394
5987,4353,0,500
5987,4380,300,300
5987,4392,300,300
5987,4408,300,300
5987,4422,0,500
5987,4675,300,300
5987,4723,0,500
5987,4780,0,500
5987,4788,144,404
5987,4958,300,300
5987,4980,0,500
5987,4992,144,404
5987,5014,300,300
5987,5074,0,500
5987,5085,0,500
5987,5091,300,300
5987,5249,300,300
5987,5256,300,300
5987,5295,300,300
5987,5525,0,500
5987,5553,174,384
5987,5710,300,300
5987,5762,300,300
5987,5882,153,398
5987,5926,300,300
5987,5962,300,300
5987,5989,159,394
5987,6007,141,406
5987,6039,168,388
5987,6080,0,500
5987,6131,0,500
5987,6156,300,300
5987,6197,171,386
5987,6256,300,300
5987,6327,168,388
5987,6381,0,500
5989,19,231,226
5989,78,386,171
5989,91,410,135
5989,113,50,300
5989,154,226,221
5989,190,47,312
5989,202,406,141
5989,236,235,230
5989,240,390,165
5989,247,398,153
5989,258,57,272
5989,298,234,209
5989,300,410,135
5989,355,202,202
5989,399,41,336
5989,413,58,268
5989,415,192,252
5989,424,398,153
5989,428,224,209
5989,432,235,235
5989,469,226,221
5989,501,57,272
5989,521,58,268
5989,563,51,296
5989,595,217,247
5989,599,402,147
5989,615,412,132
5989,627,223,218
5989,646,410,135
5989,672,44,324
5989,691,57,272
5989,707,235,215
5989,746,229,229
5989,810,398,153
5989,826,248,198
5989,848,47,312
5989,887,44,324
5989,891,241,226
5989,925,219,219
5989,929,203,198
5989,971,388,168
5989,991,223,218
5989,1031,406,141
5989,1072,237,202
5989,1084,225,225
5989,1127,220,220
5989,1174,217,227
5989,1285,186,226
5989,1298,235,230
5989,1300,418,123
5989,1334,55,280
5989,1355,406,141
5989,1375,233,228
5989,1410,422,117
5989,1415,47,312
5989,1420,43,328
5989,1432,61,256
5989,1466,49,304
5989,1470,193,228
5989,1506,50,300
5989,1637,230,230
5989,1669,53,288
5989,1675,216,211
5989,1710,396,156
5989,1734,52,292
5989,1824,49,304
5989,1826,207,242
5989,1842,408,138
5989,1847,232,227
5989,1876,408,138
5989,1937,432,102
5989,1941,218,218
5989,2011,418,123
5989,2047,52,292
5989,2107,406,141
5989,2112,388,168
5989,2157,45,320
5989,2244,398,153
5989,2272,46,316
5989,2277,57,272
5989,2307,190,225
5989,2391,228,223
5989,2553,394,159
5989,2570,392,162
5989,2613,214,214
5989,2618,220,220
5989,2650,55,280
5989,2656,228,243
5989,2702,46,316
5989,2729,214,214
5989,2740,50,300
5989,2778,430,105
5989,2804,227,222
5989,2806,406,141
5989,2829,196,241
5989,2900,400,150
5989,2943,394,159
5989,2952,51,296
5989,2955,224,234
5989,3029,232,232
5989,3048,230,225
5989,3066,198,228
5989,3078,398,153
5989,3094,231,226
5989,3146,239,239
5989,3155,230,225
5989,3156,230,235
5989,3157,404,144
5989,3166,219,214
5989,3224,45,320
5989,3282,51,296
5989,3291,51,296
5989,3343,218,218
5989,3367,189,249
5989,3452,239,239
5989,3511,233,233
5989,3524,55,280
5989,3551,408,138
5989,3571,52,292
5989,3615,408,138
5989,3653,398,153
5989,3659,233,228
5989,3688,396,156
5989,3706,50,300
5989,3739,237,232
5989,3751,205,200
5989,3753,248,208
5989,3760,56,276
5989,3769,45,320
5989,3851,402,147
5989,3897,242,242
5989,3922,57,272
5989,3967,56,276
5989,4000,243,238
5989,4008,187,252
5989,4057,44,324
5989,4082,43,328
5989,4123,382,177
5989,4124,47,312
5989,4159,224,219
5989,4161,213,248
5989,4164,400,150
5989,4188,229,219
5989,4194,232,232
5989,4250,243,243
5989,4295,396,156
5989,4309,231,226
5989,4355,224,219
5989,4403,46,316
5989,4411,410,135
5989,4436,410,135
5989,4478,400,150
5989,4484,57,272
5989,4519,410,135
5989,4522,47,312
5989,4527,55,280
5989,4584,244,229
5989,4612,224,239
5989,4629,193,258
5989,4642,392,162
5989,4683,236,231
5989,4711,396,156
5989,4726,267,202
5989,4730,394,159
5989,4751,201,201
5989,4758,221,216
5989,4764,396,156
5989,4814,384,174
5989,4844,223,253
5989,4918,223,218
5989,4965,50,300
5989,5065,238,233
5989,5074,51,296
5989,5077,54,284
5989,5078,402,147
5989,5098,225,235
5989,5140,218,218
5989,5161,223,223
5989,5172,216,216
5989,5181,408,138
5989,5256,404,144
5989,5284,52,292
5989,5295,406,141
5989,5297,214,209
5989,5335,54,284
5989,5355,236,236
5989,5358,404,144
5989,5397,227,187
5989,5418,228,233
5989,5421,400,150
5989,5462,224,219
5989,5464,402,147
5989,5469,229,229
5989,5488,217,217
5989,5505,396,156
5989,5548,47,312
5989,5598,378,183
5989,5630,47,312
5989,5674,215,285
5989,5685,44,324
5989,5713,223,228
5989,5720,47,312
5989,5741,396,156
5989,5759,226,211
5989,5821,49,304
5989,5840,241,236
5989,5865,408,138
5989,5871,237,232
5989,5881,228,228
5989,5901,228,218
5989,5918,218,248
5989,5953,46,316
5989,5957,241,241
5989,5991,223,223
5989,6056,191,226
5989,6126,243,238
5989,6127,414,129
5989,6140,230,230
5989,6173,207,257
5989,6207,402,147
5989,6241,230,225
5989,6276,402,147
5989,6287,49,304
5989,6308,222,217
5989,6310,402,147
5989,6328,199,254
5989,6333,58,268
5989,6361,386,171
5993,78,300,300
5993,176,300,300
5993,298,232,232
5993,399,99,104
5993,640,300,300
5993,872,231,231
5993,1049,300,300
5993,1097,99,104
5993,1506,99,104
5993,1540,235,235
5993,1599,237,237
5993,2019,300,300
5993,2179,300,300
5993,2231,99,104
5993,2236,229,229
5993,2280,99,104
5993,2353,300,300
5993,2406,99,104
5993,2428,225,225
5993,2599,224,229
5993,2654,300,300
5993,2767,232,232
5993,2968,300,300
5993,3007,300,300
5993,3078,300,300
5993,3224,99,104
5993,3282,99,104
5993,3498,227,227
5993,3516,218,218
5993,3630,300,300
5993,3723,300,300
5993,3762,99,104
5993,4000,300,300
5993,4094,99,104
5993,4222,230,235
5993,4265,225,225
5993,4298,237,237
5993,4596,300,300
5993,4621,300,300
5993,4729,99,104
5993,4855,228,228
5993,4903,300,300
5993,5020,300,300
5993,5199,99,104
5993,5226,223,223
5993,5554,99,104
5993,5640,300,300
5993,5726,99,104
5993,5813,300,300
5993,6027,300,300
5993,6032,300,300
5993,6083,300,300
6003,13,300,300
6003,50,300,300
6003,75,224,229
6003,91,300,300
6003,95,99,104
6003,208,239,239
6003,298,225,230
6003,317,300,300
6003,332,300,300
6003,388,300,300
6003,426,220,220
6003,432,300,300
6003,442,300,300
6003,461,300,300
6003,525,234,234
6003,640,300,300
6003,646,300,300
6003,657,99,104
6003,662,300,300
6003,667,300,300
6003,689,99,104
6003,750,99,104
6003,800,99,104
6003,848,99,104
6003,931,300,300
6003,962,245,250
6003,979,300,300
6003,991,207,207
6003,1000,219,219
6003,1067,99,104
6003,1214,300,300
6003,1285,230,230
6003,1439,300,300
6003,1462,300,300
6003,1506,99,104
6003,1620,300,300
6003,1637,300,300
6003,1785,300,300
6003,1826,206,211
6003,1833,220,225
6003,1854,99,104
6003,1876,300,300
6003,1929,233,233
6003,1939,99,104
6003,2016,300,300
6003,2051,300,300
6003,2111,300,300
6003,2179,300,300
6003,2198,300,300
6003,2207,99,104
6003,2237,99,104
6003,2292,300,300
6003,2578,229,229
6003,2690,300,300
6003,2822,234,234
6003,2899,300,300
6003,2920,300,300
6003,3075,214,214
6003,3078,300,300
6003,3120,300,300
6003,3150,300,300
6003,3196,226,231
6003,3280,248,248
6003,3282,99,104
6003,3302,300,300
6003,3376,300,300
6003,3383,300,300
6003,3388,229,229
6003,3430,230,230
6003,3452,300,300
6003,3472,99,104
6003,3491,235,235
6003,3496,99,104
6003,3510,300,300
6003,3609,99,104
6003,3655,300,300
6003,3659,300,300
6003,3740,99,104
6003,3766,234,239
6003,3822,99,104
6003,3846,99,104
6003,3896,99,104
6003,3918,230,235
6003,3949,300,300
6003,4031,99,104
6003,4051,218,223
6003,4079,300,300
6003,4120,99,104
6003,4191,99,104
6003,4252,300,300
6003,4340,300,300
6003,4345,230,230
6003,4364,99,104
6003,4370,223,223
6003,4393,300,300
6003,4509,300,300
6003,4569,99,104
6003,4761,300,300
6003,4780,99,104
6003,4787,225,230
6003,4788,206,211
6003,4914,99,104
6003,4919,99,104
6003,4973,232,232
6003,5068,99,104
6003,5078,300,300
6003,5122,300,300
6003,5132,219,224
6003,5154,231,231
6003,5191,300,300
6003,5226,240,245
6003,5285,300,300
6003,5318,99,104
6003,5361,300,300
6003,5428,300,300
6003,5437,300,300
6003,5568,211,211
6003,5663,207,212
6003,5681,219,224
6003,5691,300,300
6003,5833,300,300
6003,5907,99,104
6003,5927,300,300
6003,6050,300,300
6003,6128,300,300
6003,6173,223,228
6003,6185,240,240
6003,6191,99,104
6003,6207,300,300
6003,6226,300,300
6003,6227,300,300
6003,6234,99,104
6003,6264,300,300
6003,6276,300,300
6003,6290,300,300
6003,6356,300,300
6057,171,100,100
6057,488,276,56
6057,645,240,65
6057,715,104,99
6057,936,104,99
6057,942,332,42
6057,1076,104,99
6057,1092,100,100
6057,1307,100,100
6057,1343,500,0
6057,1694,100,100
6057,1827,104,99
6057,2002,104,99
6057,2247,100,100
6057,2617,100,100
6057,2621,304,49
6057,2894,104,99
6057,3109,100,100
6057,3302,104,99
6057,3730,296,51
6057,4723,100,100
6057,5055,104,99
6057,5462,320,45
6057,5856,500,0
6057,6062,100,100
6057,6199,500,0
6057,6233,104,99
6087,212,233,228
6087,409,51,296
6087,431,208,228
6087,488,217,237
6087,525,155,275
6087,550,396,156
6087,619,217,212
6087,738,46,316
6087,784,56,276
6087,948,231,226
6087,1095,192,242
6087,1191,212,212
6087,1991,230,225
6087,2401,198,223
6087,2831,406,141
6087,2853,198,198
6087,2908,245,205
6087,3079,50,300
6087,3420,50,300
6087,4192,238,208
6087,4298,212,247
6087,4301,51,296
6087,4529,221,221
6087,4542,402,147
6087,4585,223,233
6087,4938,230,225
6087,5012,233,263
6087,5557,50,300
6087,6131,53,288
6087,6147,216,211
6087,6339,234,229
6102,79,0,500
6102,265,300,300
6102,592,300,300
6102,839,300,300
6102,872,165,390
6102,900,300,300
6102,1217,300,300
6102,1250,300,300
6102,1327,300,300
6102,1355,300,300
6102,1404,0,500
6102,1509,300,300
6102,1822,300,300
6102,2026,300,300
6102,2047,0,500
6102,2370,147,402
6102,2778,300,300
6102,2860,300,300
6102,2906,300,300
6102,2995,300,300
6102,3007,300,300
6102,3051,0,500
6102,3056,300,300
6102,3198,0,500
6102,3242,300,300
6102,3372,123,418
6102,3391,0,500
6102,3699,0,500
6102,3855,300,300
6102,4043,168,388
6102,4056,300,300
6102,4245,0,500
6102,4304,147,402
6102,4318,123,418
6102,4340,300,300
6102,4399,300,300
6102,4469,159,394
6102,4537,0,500
6102,4621,300,300
6102,4639,0,500
6102,4703,0,500
6102,4729,0,500
6102,4780,0,500
6102,4888,0,500
6102,5116,300,300
6102,5249,300,300
6102,5418,120,420
6102,5879,0,500
6102,5908,300,300
6102,6032,300,300
6102,6137,300,300
6102,6143,300,300
6139,50,228,228
6139,80,206,221
6139,135,217,227
6139,328,410,135
6139,420,241,241
6139,430,49,304
6139,459,206,236
6139,590,239,234
6139,599,398,153
6139,619,212,207
6139,657,51,296
6139,667,213,213
6139,736,232,232
6139,759,400,150
6139,779,406,141
6139,800,41,336
6139,872,202,247
6139,991,209,244
6139,1025,49,304
6139,1058,212,222
6139,1097,52,292
6139,1149,388,168
6139,1198,205,245
6139,1215,47,312
6139,1251,402,147
6139,1303,212,217
6139,1369,410,135
6139,1385,219,214
6139,1402,57,272
6139,1431,217,217
6139,1432,48,308
6139,1506,47,312
6139,1518,400,150
6139,1542,225,250
6139,1556,50,300
6139,1590,225,215
6139,1636,216,216
6139,1758,226,226
6139,1760,46,316
6139,1815,211,246
6139,1869,380,180
6139,1889,382,177
6139,2009,230,240
6139,2029,46,316
6139,2030,48,308
6139,2072,398,153
6139,2145,233,228
6139,2306,412,132
6139,2391,222,222
6139,2404,228,228
6139,2534,223,223
6139,2551,236,236
6139,2601,390,165
6139,2617,51,296
6139,2621,242,197
6139,2672,46,316
6139,2738,50,300
6139,2777,50,300
6139,2786,49,304
6139,2938,255,190
6139,2963,239,214
6139,3042,216,221
6139,3071,45,320
6139,3085,244,244
6139,3101,36,356
6139,3412,250,185
6139,3496,57,272
6139,3498,222,247
6139,3551,412,132
6139,3612,240,230
6139,3630,390,165
6139,3665,53,288
6139,3700,50,300
6139,3704,218,213
6139,3708,416,126
6139,3718,206,246
6139,3885,408,138
6139,3955,225,200
6139,3990,412,132
6139,4024,400,150
6139,4067,216,216
6139,4140,197,257
6139,4170,226,226
6139,4222,207,232
6139,4229,41,336
6139,4317,204,249
6139,4330,406,141
6139,4352,46,316
6139,4400,245,245
6139,4466,414,129
6139,4491,243,218
6139,4516,216,226
6139,4547,50,300
6139,4656,392,162
6139,4716,404,144
6139,4822,229,229
6139,4845,218,213
6139,4919,45,320
6139,4945,230,225
6139,5015,230,225
6139,5104,47,312
6139,5230,392,162
6139,5327,233,228
6139,5353,57,272
6139,5398,213,213
6139,5428,392,162
6139,5518,56,276
6139,5666,234,229
6139,5725,242,237
6139,5755,232,197
6139,5895,62,252
6139,5947,414,129
6139,6185,239,229
6139,6217,221,221
6139,6251,230,230
6139,6278,240,240
6139,6347,46,316
6139,6351,398,153
6164,84,99,104
6164,344,300,300
6164,438,300,300
6164,556,99,104
6164,603,300,300
6164,641,300,300
6164,1092,99,104
6164,1198,243,243
6164,1362,99,104
6164,1375,300,300
6164,1386,210,215
6164,1810,99,104
6164,2264,300,300
6164,2370,237,237
6164,2404,300,300
6164,2730,300,300
6164,2810,229,234
6164,3092,99,104
6164,3165,99,104
6164,3436,99,104
6164,3551,300,300
6164,3898,300,300
6164,4013,214,219
6164,4056,300,300
6164,4281,205,205
6164,4780,99,104
6164,5506,300,300
6164,6185,214,219
6164,6206,99,104
6215,116,104,99
6215,174,500,0
6215,215,500,0
6215,242,276,56
6215,269,100,100
6215,603,500,0
6215,779,500,0
6215,1142,304,49
6215,1198,312,47
6215,1375,104,99
6215,1496,296,51
6215,1513,500,0
6215,1557,500,0
6215,1678,332,42
6215,2157,100,100
6215,2229,100,100
6215,2242,288,53
6215,2343,104,99
6215,2471,100,100
6215,2621,284,54
6215,2971,304,49
6215,3178,316,46
6215,3662,100,100
6215,4004,500,0
6215,4026,104,99
6215,4124,100,100
6215,4195,500,0
6215,4225,332,42
6215,4245,100,100
6215,4295,500,0
6215,4338,100,100
6215,4817,104,99
6215,4931,500,0
6215,5002,104,99
6215,5286,500,0
6215,5336,104,99
6215,5458,284,54
6215,5748,500,0
6215,5825,500,0
6215,5844,104,99
6215,6025,500,0
6215,6241,304,49
6215,6275,100,100
6217,23,211,216
6217,66,207,212
6217,84,99,104
6217,208,235,235
6217,309,300,300
6217,391,230,230
6217,410,300,300
6217,431,228,233
6217,444,99,104
6217,492,223,223
6217,511,99,104
6217,525,225,230
6217,567,99,104
6217,573,300,300
6217,715,300,300
6217,755,228,228
6217,908,300,300
6217,969,300,300
6217,1044,99,104
6217,1149,300,300
6217,1215,99,104
6217,1274,300,300
6217,1316,238,238
6217,1359,205,210
6217,1369,300,300
6217,1396,300,300
6217,1422,300,300
6217,1455,300,300
6217,1480,300,300
6217,1528,300,300
6217,1659,300,300
6217,1711,99,104
6217,1746,300,300
6217,1752,215,220
6217,1803,300,300
6217,1816,99,104
6217,1833,224,229
6217,1899,204,209
6217,1959,99,104
6217,2026,300,300
6217,2047,99,104
6217,2080,99,104
6217,2231,99,104
6217,2280,99,104
6217,2306,300,300
6217,2370,235,240
6217,2390,300,300
6217,2404,300,300
6217,2406,99,104
6217,2462,226,226
6217,2507,300,300
6217,2605,228,233
6217,2657,234,234
6217,2810,226,226
6217,2829,226,231
6217,2928,300,300
6217,2929,300,300
6217,2959,300,300
6217,2973,221,221
6217,3049,300,300
6217,3272,300,300
6217,3370,215,220
6217,3469,300,300
6217,3501,300,300
6217,3797,99,104
6217,3803,236,241
6217,3834,300,300
6217,3837,99,104
6217,3888,99,104
6217,3995,224,224
6217,3999,215,215
6217,4043,210,215
6217,4109,300,300
6217,4180,221,226
6217,4335,214,214
6217,4354,233,238
6217,4466,300,300
6217,4469,219,219
6217,4525,99,104
6217,4531,300,300
6217,4646,99,104
6217,4726,212,212
6217,4851,99,104
6217,4952,99,104
6217,4976,300,300
6217,5011,300,300
6217,5037,215,215
6217,5141,99,104
6217,5167,99,104
6217,5171,222,227
6217,5193,300,300
6217,5314,223,228
6217,5404,300,300
6217,5575,225,225
6217,5666,300,300
6217,5712,300,300
6217,5715,99,104
6217,5745,99,104
6217,5775,99,104
6217,5849,300,300
6217,5956,300,300
6217,6013,216,221
6217,6021,219,224
6217,6027,300,300
6217,6053,300,300
6217,6062,99,104
6217,6098,209,214
6217,6140,300,300
6217,6155,300,300
6217,6162,300,300
6217,6199,300,300
6217,6225,300,300
6217,6244,99,104
6217,6343,300,300
6231,41,300,300
6231,70,300,300
6231,156,300,300
6231,378,99,104
6231,908,300,300
6231,924,300,300
6231,1250,300,300
6231,1362,99,104
6231,2292,300,300
6231,2570,300,300
6231,2672,99,104
6231,2794,300,300
6231,2838,300,300
6231,3306,300,300
6231,3679,99,104
6231,3902,99,104
6231,4137,99,104
6231,4207,300,300
6231,4616,99,104
6231,4780,99,104
6231,4935,300,300
6231,4998,99,104
6231,6376,300,300
6239,19,300,300
6239,35,300,300
6239,98,300,300
6239,204,153,398
6239,271,0,500
6239,362,0,500
6239,408,300,300
6239,617,0,500
6239,643,0,500
6239,696,300,300
6239,699,300,300
6239,801,300,300
6239,821,147,402
6239,875,300,300
6239,924,300,300
6239,965,0,500
6239,1091,147,402
6239,1166,0,500
6239,1170,174,384
6239,1179,300,300
6239,1194,300,300
6239,1208,300,300
6239,1332,0,500
6239,1361,300,300
6239,1390,300,300
6239,1415,0,500
6239,1421,300,300
6239,1423,159,394
6239,1529,300,300
6239,1597,300,300
6239,1674,300,300
6239,1734,0,500
6239,1760,0,500
6239,1761,300,300
6239,1907,300,300
6239,1956,300,300
6239,1968,300,300
6239,2040,174,384
6239,2107,300,300
6239,2171,300,300
6239,2182,171,386
6239,2199,0,500
6239,2210,126,416
6239,2275,300,300
6239,2548,300,300
6239,2589,135,410
6239,2646,300,300
6239,2650,0,500
6239,2696,0,500
6239,2718,300,300
6239,2876,300,300
6239,2955,135,410
6239,3216,0,500
6239,3240,0,500
6239,3320,300,300
6239,3334,144,404
6239,3434,0,500
6239,3436,0,500
6239,3551,300,300
6239,3574,300,300
6239,3576,126,416
6239,3608,300,300
6239,3662,0,500
6239,3699,0,500
6239,3710,300,300
6239,3765,138,408
6239,3777,300,300
6239,3813,300,300
6239,3843,300,300
6239,3850,300,300
6239,3851,300,300
6239,3885,300,300
6239,3955,120,420
6239,4317,144,404
6239,4347,159,394
6239,4780,0,500
6239,4814,300,300
6239,4844,129,414
6239,4918,147,402
6239,4928,300,300
6239,4935,300,300
6239,4995,0,500
6239,5038,300,300
6239,5327,300,300
6239,5607,162,392
