Node 1,Node 2,Score Player 1,Score Player 2
510,3608,104,99
510,3630,500,0
510,3632,100,100
510,3678,100,100
510,3689,264,59
510,3714,324,44
510,3745,100,100
510,3777,500,0
510,3788,100,100
510,3795,100,100
510,3820,100,100
510,3823,104,99
510,3947,104,99
510,4246,104,99
510,4267,100,100
510,4268,104,99
510,4316,500,0
510,4322,104,99
510,4363,104,99
510,4379,312,47
510,4389,100,100
510,4413,292,52
510,4427,500,0
510,4450,100,100
510,4452,100,100
510,4480,344,39
510,4515,308,48
510,4553,104,99
510,4587,100,100
510,4601,100,100
510,4604,500,0
510,4672,500,0
510,4694,104,99
510,4721,100,100
510,4744,332,42
510,4745,276,56
510,4799,100,100
510,4948,104,99
510,4957,100,100
510,4994,348,38
510,5026,500,0
510,5028,264,59
510,5034,296,51
510,5040,104,99
510,5055,104,99
510,5096,104,99
510,5099,104,99
510,5107,104,99
510,5109,104,99
510,5204,104,99
510,5259,296,51
510,5369,100,100
510,5414,100,100
510,5432,296,51
510,5483,104,99
510,5530,104,99
510,5668,100,100
510,5701,288,53
510,5783,100,100
510,5824,104,99
510,5855,500,0
510,5925,312,47
510,6005,312,47
510,6076,104,99
510,6130,500,0
510,6140,104,99
510,6150,100,100
510,6163,500,0
510,6170,100,100
510,6197,308,48
510,6225,104,99
510,6298,104,99
510,6341,100,100
510,6384,292,52
533,23,207,207
533,27,300,300
533,58,218,223
533,62,99,104
533,81,300,300
533,125,300,300
533,128,99,104
533,151,227,232
533,169,300,300
533,175,99,104
533,194,234,239
533,214,234,239
533,224,300,300
533,229,300,300
533,231,300,300
533,240,300,300
533,263,300,300
533,267,238,238
533,272,300,300
533,277,99,104
533,373,300,300
533,378,99,104
533,383,218,223
533,389,300,300
533,396,300,300
533,417,99,104
533,419,224,224
533,433,300,300
533,492,221,221
533,505,300,300
533,522,300,300
533,573,300,300
533,583,300,300
533,588,300,300
533,601,99,104
533,626,300,300
533,657,99,104
533,661,300,300
533,703,99,104
533,710,246,246
533,715,300,300
533,750,99,104
533,756,300,300
533,759,300,300
533,770,300,300
533,792,300,300
533,799,300,300
533,807,300,300
533,820,300,300
533,839,300,300
533,893,99,104
533,896,300,300
533,939,99,104
533,963,300,300
533,969,300,300
533,975,99,104
533,1065,300,300
533,1149,300,300
533,1163,99,104
533,1166,99,104
533,1173,300,300
533,1174,207,207
533,1177,99,104
533,1200,99,104
533,1218,300,300
533,1274,300,300
533,1285,221,221
533,1304,300,300
533,1307,99,104
533,1318,300,300
533,1375,300,300
533,1381,300,300
533,1402,99,104
533,1413,300,300
533,1427,300,300
533,1434,300,300
533,1450,99,104
533,1480,300,300
533,1481,246,246
533,1516,300,300
533,1550,300,300
533,1651,300,300
533,1654,300,300
533,1657,220,225
533,1677,300,300
533,1738,300,300
533,1746,300,300
533,1763,300,300
533,1775,300,300
533,1802,300,300
533,1814,300,300
533,1818,300,300
533,1823,99,104
533,1827,300,300
533,1831,300,300
533,1833,218,223
533,1847,209,214
533,1864,228,233
533,1867,218,223
533,1909,300,300
533,1916,300,300
533,1950,99,104
533,2079,211,216
533,2099,232,232
533,2145,300,300
533,2201,99,104
533,2231,99,104
533,2234,300,300
533,2238,99,104
533,2241,300,300
533,2286,233,238
533,2321,300,300
533,2337,213,213
533,2344,218,218
533,2392,208,213
533,2401,235,235
533,2406,99,104
533,2415,300,300
533,2421,233,233
533,2428,221,221
533,2443,99,104
533,2473,300,300
533,2570,300,300
533,2573,223,223
533,2615,300,300
533,2617,99,104
533,2631,200,205
533,2777,99,104
533,2843,99,104
533,2844,300,300
533,2857,237,237
533,2908,209,214
533,2936,99,104
533,2959,300,300
533,3016,300,300
533,3042,230,230
533,3063,222,222
533,3066,214,219
533,3178,224,224
533,3189,300,300
533,3192,300,300
533,3215,99,104
533,3256,227,227
533,3273,300,300
533,3274,300,300
533,3275,219,224
533,3279,300,300
533,3282,99,104
533,3315,300,300
533,3316,217,217
533,3375,300,300
533,3396,224,224
533,3402,300,300
533,3404,300,300
533,3469,300,300
533,3501,300,300
533,3520,300,300
533,3537,300,300
533,3564,300,300
533,3571,99,104
533,3603,300,300
533,3635,99,104
533,3637,300,300
533,3650,300,300
533,3660,229,229
533,3664,209,214
533,3720,300,300
533,3758,300,300
533,3876,300,300
533,3888,99,104
533,3909,300,300
533,3911,223,223
533,3963,231,231
533,3990,300,300
533,3996,99,104
533,4063,300,300
533,4126,300,300
533,4154,300,300
533,4157,99,104
533,4162,99,104
533,4206,300,300
533,4213,99,104
533,4225,214,219
533,4245,99,104
533,4252,300,300
533,4265,220,220
533,4269,99,104
533,4295,300,300
533,4318,235,235
533,4340,300,300
533,4344,214,214
533,4354,221,221
533,4368,99,104
533,4390,300,300
533,4413,221,221
533,4425,300,300
533,4501,227,232
533,4511,300,300
533,4524,300,300
533,4531,300,300
533,4575,99,104
533,4612,225,225
533,4645,300,300
533,4679,225,230
533,4695,220,225
533,4703,99,104
533,4759,300,300
533,4768,300,300
533,4799,99,104
533,4818,300,300
533,4827,228,233
533,4829,99,104
533,4851,99,104
533,4869,300,300
533,4994,232,232
533,5001,99,104
533,5016,207,212
533,5055,300,300
533,5065,300,300
533,5074,99,104
533,5089,300,300
533,5114,300,300
533,5124,300,300
533,5155,300,300
533,5171,230,235
533,5193,300,300
533,5232,212,217
533,5262,300,300
533,5302,99,104
533,5326,99,104
533,5399,300,300
533,5411,300,300
533,5427,235,240
533,5486,300,300
533,5507,300,300
533,5510,300,300
533,5529,300,300
533,5532,226,226
533,5540,99,104
533,5541,230,230
533,5560,300,300
533,5627,300,300
533,5649,99,104
533,5669,300,300
533,5720,99,104
533,5725,236,241
533,5726,99,104
533,5778,99,104
533,5821,99,104
533,5829,99,104
533,5863,300,300
533,5905,300,300
533,5935,300,300
533,5996,229,229
533,6029,99,104
533,6088,300,300
533,6130,300,300
533,6136,99,104
533,6242,300,300
533,6291,300,300
533,6321,300,300
533,6340,236,241
533,6347,99,104
536,225,300,300
536,400,0,500
536,407,150,400
536,887,0,500
536,1130,183,378
536,1177,0,500
536,1330,147,402
536,1620,300,300
536,1835,153,398
536,1882,300,300
536,1888,0,500
536,2046,300,300
536,2198,300,300
536,2390,300,300
536,2474,0,500
536,2692,300,300
536,2771,162,392
536,3120,300,300
536,3347,0,500
536,3489,162,392
536,3746,300,300
536,3788,0,500
536,3926,300,300
536,3950,177,382
536,4219,300,300
536,4388,0,500
536,4910,300,300
536,5076,153,398
536,5519,300,300
536,5537,300,300
536,5907,0,500
536,5955,300,300
536,6034,0,500
536,6044,0,500
536,6155,300,300
536,6316,162,392
536,6323,147,402
822,273,104,99
822,318,104,99
822,333,100,100
822,407,312,47
822,646,500,0
822,742,100,100
822,769,104,99
822,772,300,50
822,883,264,59
822,1025,100,100
822,1142,280,55
822,1172,320,45
822,1229,304,49
822,1267,100,100
822,1328,292,52
822,1343,500,0
822,1378,104,99
822,1505,104,99
822,1528,500,0
822,1578,500,0
822,1732,296,51
822,1736,312,47
822,1762,340,40
822,1793,500,0
822,1796,100,100
822,1818,500,0
822,1913,104,99
822,1997,500,0
822,2049,292,52
822,2212,100,100
822,2302,500,0
822,2332,500,0
822,2416,104,99
822,2545,288,53
822,2617,100,100
822,2668,276,56
822,2713,312,47
822,2823,500,0
822,2853,104,99
822,2874,280,55
822,2927,100,100
822,3080,500,0
822,3098,276,56
822,3192,104,99
822,3284,260,60
822,3314,104,99
822,3357,500,0
822,3484,500,0
822,3498,296,51
822,3561,104,99
822,3660,268,58
822,3695,312,47
822,3738,340,40
822,3778,100,100
822,3795,100,100
822,3939,104,99
822,3979,500,0
822,4038,100,100
822,4064,292,52
822,4106,100,100
822,4117,104,99
822,4326,304,49
822,4363,104,99
822,4371,300,50
822,4395,104,99
822,4415,100,100
822,4437,500,0
822,4452,100,100
822,4471,500,0
822,4483,104,99
822,4587,100,100
822,4617,312,47
822,4634,100,100
822,4900,500,0
822,4948,104,99
822,4994,324,44
822,5040,104,99
822,5091,500,0
822,5098,308,48
822,5207,100,100
822,5263,104,99
822,5265,104,99
822,5292,104,99
822,5543,500,0
822,5591,500,0
822,5713,312,47
822,5775,100,100
822,5783,100,100
822,5798,500,0
822,5866,100,100
822,5929,100,100
822,5969,500,0
822,5970,324,44
822,5977,284,54
822,6090,100,100
822,6164,104,99
822,6165,500,0
822,6168,500,0
822,6223,100,100
822,6235,500,0
822,6291,104,99
822,6298,104,99
822,6320,100,100
822,6384,316,46
890,4,292,52
890,38,100,100
890,136,104,99
890,227,296,51
890,293,500,0
890,294,500,0
890,369,104,99
890,566,100,100
890,670,100,100
890,685,500,0
890,959,100,100
890,965,100,100
890,976,308,48
890,1040,104,99
890,1285,312,47
890,1359,288,53
890,1427,500,0
890,1435,500,0
890,1513,500,0
890,1558,500,0
890,1560,300,50
890,1598,500,0
890,1668,500,0
890,1672,100,100
890,1677,104,99
890,1694,100,100
890,1733,100,100
890,1777,100,100
890,1806,100,100
890,1809,500,0
890,1821,104,99
890,1839,100,100
890,1929,308,48
890,2017,500,0
890,2357,104,99
890,2361,500,0
890,2484,104,99
890,2547,500,0
890,2617,100,100
890,2637,104,99
890,2671,500,0
890,2928,104,99
890,3119,100,100
890,3139,500,0
890,3168,500,0
890,3194,500,0
890,3344,296,51
890,3402,500,0
890,3432,500,0
890,3499,500,0
890,3504,336,41
890,3537,104,99
890,3564,500,0
890,3598,104,99
890,3692,332,42
890,3774,292,52
890,3782,100,100
890,3882,104,99
890,3977,332,42
890,4021,500,0
890,4026,104,99
890,4046,100,100
890,4061,240,65
890,4157,100,100
890,4421,500,0
890,4463,304,49
890,4496,320,45
890,4672,500,0
890,4715,104,99
890,4743,104,99
890,4756,100,100
890,4882,500,0
890,4911,500,0
890,5019,100,100
890,5125,500,0
890,5438,320,45
890,5612,100,100
890,5664,100,100
890,5724,104,99
890,5840,104,99
890,5868,100,100
890,6060,104,99
890,6062,100,100
890,6076,104,99
890,6093,104,99
890,6294,288,53
890,6296,100,100
890,6347,100,100
907,439,308,48
907,580,104,99
907,641,500,0
907,752,284,54
907,849,500,0
907,923,300,50
907,959,100,100
907,996,104,99
907,1051,500,0
907,1075,100,100
907,1406,100,100
907,1418,104,99
907,1506,100,100
907,1549,500,0
907,1576,104,99
907,1620,500,0
907,1775,104,99
907,1788,104,99
907,1929,304,49
907,2047,100,100
907,2064,284,54
907,2107,500,0
907,2198,104,99
907,2332,500,0
907,2440,104,99
907,2476,500,0
907,2524,100,100
907,2671,500,0
907,2704,104,99
907,2767,324,44
907,2856,500,0
907,2893,292,52
907,2897,500,0
907,2899,500,0
907,2968,500,0
907,3090,276,56
907,3192,104,99
907,3210,100,100
907,3256,308,48
907,3388,324,44
907,3531,104,99
907,3695,296,51
907,4129,292,52
907,4141,104,99
907,4245,100,100
907,4392,500,0
907,4512,300,50
907,4531,104,99
907,4788,332,42
907,4871,500,0
907,4975,500,0
907,4988,304,49
907,5068,100,100
907,5428,500,0
907,5674,308,48
907,5816,348,38
907,5860,288,53
907,5876,500,0
907,5939,276,56
907,5968,500,0
907,6002,308,48
907,6083,104,99
907,6155,104,99
907,6218,500,0
907,6250,100,100
1126,212,227,222
1126,497,412,132
1126,707,205,225
1126,1102,211,251
1126,1123,51,296
1126,1177,51,296
1126,1294,404,144
1126,1317,47,312
1126,1363,51,296
1126,1379,205,205
1126,1549,400,150
1126,1676,54,284
1126,1923,241,241
1126,2030,50,300
1126,2139,43,328
1126,2206,204,204
1126,2250,226,241
1126,2449,225,225
1126,2509,216,211
1126,2590,242,237
1126,2625,48,308
1126,2646,246,246
1126,2760,48,308
1126,2793,46,316
1126,3049,222,222
1126,3145,400,150
1126,3219,240,205
1126,3239,43,328
1126,3266,230,230
1126,3341,394,159
1126,3378,49,304
1126,3458,231,231
1126,3533,410,135
1126,3678,59,264
1126,3711,244,224
1126,3975,44,324
1126,4229,44,324
1126,4350,188,248
1126,4613,238,233
1126,4671,211,246
1126,4721,51,296
1126,4845,226,226
1126,4883,53,288
1126,4976,230,230
1126,4980,53,288
1126,4983,196,256
1126,4984,217,227
1126,5003,404,144
1126,5171,254,219
1126,5232,236,216
1126,5363,219,219
1126,5629,248,213
1126,5649,51,296
1126,5677,58,268
1126,5702,388,168
1126,5712,216,211
1126,5766,51,296
1126,5848,388,168
1126,6053,394,159
1126,6120,230,230
1126,6170,57,272
1126,6294,173,243
1184,35,500,0
1184,270,280,55
1184,362,100,100
1184,400,100,100
1184,425,308,48
1184,541,104,99
1184,601,100,100
1184,617,100,100
1184,664,500,0
1184,785,104,99
1184,930,104,99
1184,942,264,59
1184,1003,100,100
1184,1145,104,99
1184,1157,100,100
1184,1179,500,0
1184,1194,104,99
1184,1282,296,51
1184,1297,104,99
1184,1315,104,99
1184,1361,500,0
1184,1362,100,100
1184,1369,500,0
1184,1370,100,100
1184,1450,100,100
1184,1542,280,55
1184,1556,100,100
1184,1633,500,0
1184,1634,104,99
1184,1636,276,56
1184,1713,500,0
1184,1760,100,100
1184,1860,104,99
1184,1926,500,0
1184,1982,332,42
1184,1993,308,48
1184,2021,312,47
1184,2045,100,100
1184,2066,500,0
1184,2083,500,0
1184,2212,100,100
1184,2300,100,100
1184,2374,100,100
1184,2503,104,99
1184,2524,100,100
1184,2617,100,100
1184,2642,284,54
1184,2661,500,0
1184,2726,100,100
1184,2728,500,0
1184,2743,500,0
1184,2758,308,48
1184,2777,100,100
1184,2850,100,100
1184,2890,500,0
1184,2934,100,100
1184,3027,100,100
1184,3032,100,100
1184,3042,316,46
1184,3111,104,99
1184,3120,500,0
1184,3164,316,46
1184,3278,500,0
1184,3285,500,0
1184,3434,100,100
1184,3678,100,100
1184,3710,104,99
1184,3711,312,47
1184,3862,100,100
1184,3953,500,0
1184,3990,500,0
1184,3996,100,100
1184,4043,320,45
1184,4086,300,50
1184,4217,500,0
1184,4225,288,53
1184,4317,288,53
1184,4334,500,0
1184,4335,268,58
1184,4387,100,100
1184,4412,284,54
1184,4453,100,100
1184,4467,104,99
1184,4736,500,0
1184,4803,500,0
1184,4815,500,0
1184,4827,256,61
1184,4958,104,99
1184,4972,300,50
1184,5015,104,99
1184,5118,308,48
1184,5186,284,54
1184,5316,500,0
1184,5318,100,100
1184,5520,280,55
1184,5536,500,0
1184,5710,500,0
1184,5719,100,100
1184,5808,100,100
1184,5884,284,54
1184,6020,296,51
1184,6046,104,99
1184,6139,296,51
1184,6261,500,0
1184,6270,500,0
1184,6313,100,100
1184,6370,500,0
1269,58,211,246
1269,85,398,153
1269,121,48,308
1269,227,236,236
1269,297,222,222
1269,364,384,174
1269,380,212,207
1269,381,225,225
1269,426,218,218
1269,438,234,229
1269,456,250,200
1269,549,219,214
1269,566,46,316
1269,579,226,221
1269,583,238,238
1269,617,51,296
1269,642,227,222
1269,710,223,243
1269,714,400,150
1269,732,226,216
1269,838,228,223
