Player,Total Score
4827,18960
4937,29896
5073,17704
5262,8944
5272,30632
5384,20169
5540,28765
5627,33228
6015,34467
6020,21936
6046,42964
6101,23099
6321,35592
6322,12780
25,20288
7,84464
29,11345
47,15042
58,37229
65,13991
129,3490
152,31448
153,9362
157,22801
175,91743
191,9362
219,32688
224,201492
233,29138
291,6786
292,7365
372,34385
373,28758
395,30948
441,38992
449,16592
468,24384
472,14498
497,16348
529,10912
564,33319
566,43826
585,28295
591,12225
600,43910
625,16081
636,32200
668,26071
681,22341
683,27282
731,4999
732,10959
764,37386
766,7268
798,28397
812,19036
824,25632
843,12352
879,29296
889,6312
893,6258
947,8512
1034,10832
1036,8620
1065,125633
1073,15528
1078,28012
1083,31003
1182,62088
1232,25858
1306,34592
1328,24064
1391,3727
1481,35048
1514,28352
1517,28359
1532,25954
1536,20934
1548,42773
1576,15495
1603,5410
1651,37507
1654,23638
1656,11544
1701,23367
1729,7780
1750,17680
1783,9745
1788,33774
1801,16624
1888,11681
1897,27150
1898,20728
1918,2166
1933,38730
1962,23490
1965,37852
1984,17226
1985,73285
1993,44622
1995,11168
2036,41939
2041,58935
2076,11533
2078,18054
2089,30939
2092,8010
2109,14444
2113,30884
2130,40332
2141,9660
2143,19728
2165,62136
2194,39967
2204,18570
2314,3497
2359,58242
2360,38892
2368,10404
2377,20258
2389,1438
2392,22657
2417,8860
2418,14916
2421,59061
2440,35346
2442,134657
2449,16635
2457,6834
2466,13551
2470,52084
2498,25222
2503,42088
2511,22761
2517,2919
2541,7541
2565,3963
2573,43320
2577,7766
2580,1370
2591,9348
2602,62352
2624,17471
2636,1055
2658,5482
2662,10215
2684,25026
2689,10645
2723,14567
2749,15773
2751,20748
2779,24811
2813,9720
2889,6148
2890,9788
2905,8772
2942,54200
2985,43513
2993,12072
3032,56643
3036,2080
3045,10515
3082,17956
3096,11844
3107,2606
3115,13444
3151,24892
3176,30492
3200,53504
3221,12338
3248,22664
3271,79341
3274,41712
3296,30916
3308,8402
3327,31279
3330,43282
3332,30701
3347,15104
3371,9265
3375,50862
3384,1995
3402,38724
3417,16800
3431,27226
3458,11668
3502,2548
3509,4995
3521,53193
3546,7303
3548,45952
3561,55090
3565,26013
3598,10935
3621,42332
3622,19486
3631,1880
3651,40758
3684,13217
3695,20277
3698,25271
3705,808
3709,34022
3737,46646
3784,22980
3785,15647
3794,4875
3826,36041
3874,13992
3908,9034
3909,52334
3946,24026
3958,6806
3959,14777
3987,29699
3988,650
3991,28865
3998,31448
4011,10601
4034,33405
4045,5843
4046,184812
4047,23546
4053,10695
4083,4648
4090,29102
4098,17660
4129,25912
4143,52656
4201,19192
4206,39173
4214,31072
4242,3130
4248,34008
4254,74441
4307,31774
4328,28644
4336,14364
4337,21266
4361,21156
4382,13451
4414,23360
4425,40194
4443,39852
4448,42988
4456,47370
4482,7417
4483,64768
4500,16697
4543,79700
4551,21314
4556,31034
4575,14753
4605,8971
4613,37269
4687,14519
4714,13694
4718,11007
4720,2442
4749,13799
4754,16292
4755,57164
4774,20104
4804,47906
4843,8221
4883,26802
4920,18593
4960,87763
4964,10253
5001,52757
5003,38781
5094,30448
5110,38217
5128,23594
5144,7374
5158,12025
5160,17735
5163,14290
5182,12101
5187,37236
5208,16930
5217,3640
5232,99856
5248,17608
5270,5140
5298,17054
5300,40960
5311,15449
5323,12707
5385,9578
5391,9213
5396,36804
5412,8466
5425,25157
5443,13543
5448,30960
5461,18052
5465,20050
5468,29826
5529,39331
5534,12576
5546,4571
5563,45302
5572,5419
5581,12276
5583,10551
5623,10135
5647,3060
5672,2058
5695,10869
5722,21113
5724,44236
5728,56394
5744,21098
5767,41193
5788,11229
5789,26915
5792,5198
5822,5274
5845,28001
5880,51846
5936,24328
5955,18735
5981,5968
5984,10255
5987,35611
5989,73022
5993,12666
6003,36803
6057,12482
6087,9739
6102,11178
6139,35895
6164,10677
6215,15866
6217,35412
6231,6879
6239,24424
6262,35024
6269,33032
6280,7624
6289,2916
6317,7194
6320,19699
6339,26934
6350,25374
6351,7472
240,7673
8,2089
2051,8955
4389,7776
5267,26602
5467,6711
5661,17257
6310,7821
209,12534
9,4556
493,52640
1136,11844
1549,17889
1695,9940
2205,6294
3049,11848
3351,7803
4887,24823
5120,11884
5456,6708
19,36336
128,23922
151,21781
251,6369
288,3458
627,30273
713,5661
748,6564
754,3372
788,6700
887,22484
991,75632
1100,18189
1148,6828
1174,74840
1175,5166
1355,31773
1599,18129
1759,15199
1766,36600
1863,9490
1887,4428
2107,52328
2129,1997
2179,32678
2185,5105
2297,53124
2333,37097
2402,8978
2443,24360
2522,18165
2559,6984
2613,14198
2686,10093
2756,8651
2804,31133
2904,13935
3048,96170
3160,35680
3231,33617
3282,54056
3291,12828
3551,38395
3572,17167
3751,30087
4091,7644
4666,11836
4683,11782
4726,38434
4790,18956
4844,14501
4875,6015
4918,33504
5065,42068
5102,7111
5251,5922
5450,24932
5871,19454
5957,20345
6081,7619
6128,14040
6161,9592
6276,35312
6333,39129
11,17307
95,19420
119,28532
170,34329
218,30155
243,24430
326,5404
388,41368
451,26543
587,28200
676,13295
805,30002
899,22212
937,55416
980,22932
1108,29282
1145,61712
1150,15868
1168,32033
1171,10160
1360,8825
1443,40825
1493,35354
1602,16110
1807,61500
1826,45155
1832,12601
1942,38360
1958,36930
1960,31292
2003,20948
2016,40212
2032,20696
2117,28093
2232,8830
2416,55633
2502,25640
2763,31552
2769,12237
2982,11207
2991,8622
3013,28472
3039,18501
3063,19568
3146,28988
3345,47162
3365,73541
3386,42633
3441,24946
3445,31772
3655,33402
3656,29012
3729,9272
3856,42360
3894,45370
4180,28371
4186,24835
4369,42572
4383,10011
4460,35501
4509,46813
4611,37088
4647,21084
4867,32244
5066,4711
5074,18091
5190,33558
5192,44037
5249,63339
5393,20356
5402,13568
5480,16072
5591,63981
5599,18403
5639,11184
5806,15971
5982,30564
5994,38833
6054,23258
6233,24379
6266,30199
21,7566
12,5413
131,9928
271,23641
347,2830
412,8299
689,31370
900,25218
1626,7033
1802,63671
1842,27383
2721,20977
2906,14904
2978,11395
3434,16012
3760,42632
4399,32719
4965,18205
5386,19315
5428,17288
5609,14317
6000,4181
6281,30059
75,28004
13,25674
208,32262
298,43342
330,41458
332,22690
426,51540
525,51347
604,7767
640,49760
667,29032
848,20174
962,29540
979,36557
1027,12841
1229,38535
1462,43636
1506,66856
1620,37649
1785,37512
1901,48632
1929,24908
1944,2223
2198,37164
2320,22125
2500,19462
2578,14412
2589,16137
2690,20936
2795,23301
2899,34096
3075,34931
3098,29987
3196,47108
3280,26922
3361,22575
3430,32006
3452,28529
3456,11182
3510,48169
3580,7482
3609,27200
3766,12107
3846,47357
3896,40399
4031,28114
4079,33593
4120,26631
4191,16222
4345,29913
4370,40104
4569,28839
4761,35468
4788,27104
4914,43549
5068,58319
5078,52759
5132,54551
5154,14624
5318,33265
5358,25872
5361,32121
5397,25114
5437,20244
5663,48594
5691,18789
5692,20181
5703,6020
5833,44830
5907,25956
6050,18356
6173,28887
6185,68796
6227,51751
6264,47696
6356,29080
46,8596
14,19960
382,13495
495,12248
737,15648
741,4289
780,11415
935,24143
1046,21127
1192,9995
1284,27465
1299,5932
1374,38594
1431,30011
1483,25115
1501,34314
1552,51420
1621,10580
1660,18487
1714,6036
1816,20103
1845,27948
2033,10860
2151,15465
2196,26082
2233,26651
2326,17922
2348,14406
2550,20117
2643,17189
2673,5532
2717,4948
2745,31172
2836,18212
2929,62464
2941,44405
3149,859
3213,24602
3267,5441
3359,17040
3374,11109
3451,16212
3625,7069
3699,51206
3720,32143
3852,11488
3888,28675
3889,22884
3931,39312
3945,45591
3969,3186
4071,23944
4138,27986
4346,25966
4589,8437
4664,31959
4729,22693
4737,9941
4936,5588
4963,16197
4981,16652
5013,19932
5373,21802
5378,5169
5474,30235
5613,22168
5666,23622
5676,14490
5802,60914
5873,21402
148,24956
15,9589
217,12904
348,22796
366,8301
430,7152
684,18539
786,12714
857,4412
989,21728
1110,8882
1241,11156
1312,19506
1503,24698
1875,9270
1924,7858
2158,24027
2187,43374
2620,22142
2631,33263
2708,8308
2973,21684
3106,9008
3289,20748
3702,20933
3978,17031
4013,43591
4092,12425
4200,7867
4372,18500
4812,29178
5408,7825
5715,21898
5758,2888
5941,6744
54,14278
16,11540
470,10666
858,7468
919,9585
1002,10990
1152,31205
1337,32561
1398,6032
1706,10077
1906,32292
1966,19082
2724,12503
2796,7395
3057,7233
3118,11978
3313,11100
3475,11996
3558,21555
3573,6513
3667,11961
4022,29738
4148,16763
4260,49107
4329,13544
4640,18184
4725,8694
4782,40284
4921,10308
5092,44208
5093,21080
5401,2928
5682,33340
5890,17582
6019,25544
6080,47685
6210,31073
6319,76175
6385,6912
1243,6015
17,3755
1418,31288
1871,4478
2069,6706
2086,6544
2710,3023
2722,6289
2775,4909
3170,3873
4262,3553
4779,5143
5395,1969
5433,5995
5439,32578
5622,5971
5931,5885
5985,5666
445,5636
18,673
4838,9864
43,21944
122,24422
164,5559
241,8272
296,5269
355,13940
389,25871
390,41625
428,8024
432,20569
698,10304
719,27425
734,4958
806,7332
863,14736
903,24855
931,33221
1084,17923
1127,42073
1203,5566
1205,22374
1279,7234
1457,50820
1569,2906
1584,14417
1669,6043
1763,28980
1818,23841
1885,28615
1937,26244
2007,48639
2391,36087
2401,50629
2477,3865
2480,64737
2599,11370
2665,31416
2706,14856
2729,7556
2750,20879
3113,9426
3157,41288
3165,19653
3178,24183
3436,14588
3463,12129
3494,32976
3513,37571
3661,8460
3869,8055
3940,6533
4168,3267
4179,4839
4228,14667
4244,14903
4273,54514
4280,24403
4362,11042
4388,21829
4411,9624
4413,25405
4459,23324
4514,27990
4629,12940
4780,98880
4907,22925
4923,24876
4977,19557
5017,957
5048,35597
5105,8346
5193,16597
5223,19640
5352,7828
5510,64478
5554,70127
5597,5196
5598,31073
5608,9361
5751,19545
5856,23427
5865,2991
5895,16014
5904,7916
5910,19548
6025,32348
6072,9326
6177,9104
107,23400
20,5477
486,8402
1013,25788
1561,17925
2267,12608
2590,16553
2704,38208
2791,6664
2897,16938
2909,18052
3314,51590
3432,20929
3555,11260
3778,20794
3823,35845
4166,9260
4316,9560
4693,11329
4888,12676
5629,37331
5761,5018
5846,27637
212,17679
603,27567
978,11460
1272,11069
1404,11526
2170,21320
2390,7303
2462,34137
2552,10504
2943,46857
3552,22121
3787,14828
4024,23870
4068,2328
4384,31372
4385,67517
4455,6288
4642,11007
4821,14298
5153,9567
6021,27570
6140,83324
22,19841
132,10560
194,34005
283,19692
324,43450
335,13647
399,51360
645,20217
710,20613
730,30204
969,65639
1053,13758
1074,7348
1149,31790
1343,30484
1354,28332
1463,21639
1540,31261
1672,16520
1677,56243
1694,59366
1864,17303
1899,44957
1928,66195
2009,23310
2412,16808
2644,73479
2671,20673
2856,16375
3114,6222
3192,61626
3381,1856
3682,40207
3834,21032
3956,37076
4141,71783
4415,7968
4572,32428
4617,16319
4669,27911
4822,28914
5037,45568
5116,30371
5247,31246
5548,22446
5679,55540
5706,32637
5741,36779
5820,9983
6098,16021
6114,45140
6130,26174
6155,10589
6178,29358
6218,26535
6284,8377
23,60458
156,18372
176,25122
197,37372
215,16987
231,19105
272,27826
318,38706
322,8287
370,52790
384,7177
431,42670
444,20399
528,22962
549,40300
570,11779
599,37736
618,7510
633,20991
693,35066
752,22933
755,23814
807,23795
841,40343
867,29217
870,26083
891,37037
896,23683
946,18396
1007,7757
1102,28631
1177,39304
1198,22586
1218,17460
1274,37939
1283,14643
1302,7164
1303,44380
1364,16530
1369,28812
1448,20634
1537,12309
1560,14646
1678,4241
1711,32959
1722,18033
1724,2240
1738,12445
1752,20684
1867,35988
1909,14121
2139,7560
2229,24194
2231,87840
2276,21995
2306,28284
2331,44111
2353,24764
2407,22339
2471,31826
2571,6590
2611,23543
2621,22196
2682,4928
2782,92369
2794,29940
2802,20893
2883,13882
2908,13060
2928,37309
2934,34739
2959,24943
2963,17713
2971,34149
2986,9482
3003,14861
3015,9637
3109,27741
3119,25998
3190,22750
3224,34728
3239,10592
3373,31853
3635,31104
3681,5373
3700,30980
3750,35826
3758,31455
3762,14184
3788,34680
3789,30282
3803,56064
3842,8301
3885,45105
3911,41040
3943,9228
3983,8562
3990,45918
4000,45776
4038,24837
4177,18045
4195,30620
4217,25610
4245,33717
4265,28049
4335,36740
4350,13452
4354,25952
4357,19010
4391,17408
4466,25742
4469,67841
4525,28680
4531,26520
4540,13666
4625,30759
4649,12543
4679,38476
4684,10670
4700,27013
4708,44608
4710,26871
4733,8088
4798,18794
4916,29808
4938,10501
4944,17172
5030,54282
5055,27133
5127,10795
5171,19344
5173,8580
5199,61270
5314,25355
5327,25759
5334,8547
5430,24461
5514,10076
5530,23070
5577,5556
5712,28837
5726,39375
5734,16386
5800,12557
5855,30208
5879,24840
5968,11520
6013,13124
6038,7944
6053,33965
6075,20844
6094,26673
6132,29303
6199,25082
6221,8550
6229,17081
6241,82388
6242,35728
6270,19374
6300,19330
6313,26451
6331,22699
6347,26773
567,21025
24,9180
934,11164
1307,48536
1890,17743
1896,17800
2263,20341
2409,16316
2711,17504
2976,43776
3083,46272
3669,9957
3873,22689
4043,39000
4094,28980
4322,14581
4344,46860
4677,6574
4765,19314
5026,29648
5069,15252
5141,20605
5197,45604
5237,15148
5245,10756
5775,33387
5983,13584
6223,26597
277,34815
300,17879
440,7673
581,17234
720,99
901,5315
1000,13296
1271,19254
1378,40613
1395,14418
1796,24896
1797,15002
2148,2415
2272,39815
2354,22940
2647,14910
2698,8656
2734,3507
2820,14316
3264,12056
3515,31340
3601,18168
3611,7749
3806,7680
3822,16059
3878,17250
3937,38871
4008,17552
4123,20104
4470,30629
4478,43260
4544,900
4656,20947
4751,23991
5025,7156
5049,14160
5198,66615
5336,31098
5525,24534
5542,21054
5685,22513
5713,42036
5901,22802
6108,13500
173,24116
26,7076
1498,17209
1542,29612
1606,13211
1987,7983
2473,21132
2646,18060
2911,14671
2983,13734
2988,12441
3306,15849
4114,7049
4144,11232
4670,19020
4995,19887
5466,16990
6027,59086
227,11791
27,25067
280,18139
314,40751
369,39570
438,32780
524,20508
573,19865
642,19312
756,30761
830,28296
855,36243
930,25312
965,29740
1001,27231
1003,24687
1041,27173
1130,23748
1281,26184
1294,17863
1322,7502
1383,8728
1409,22692
1555,18076
1597,7775
1681,31593
1746,30880
1773,22137
1794,34703
1824,29001
1839,37948
2091,6188
2099,35603
2238,39580
2260,34501
2286,37629
2287,19533
2347,25112
2379,10845
2484,30177
2536,1767
2562,15028
2648,11952
2818,31305
2857,17757
2862,43044
2868,14834
2974,12241
3016,24342
3161,1453
3168,15300
3177,17946
3370,27848
3489,20824
3583,22388
3640,9700
3818,25608
3957,34364
3962,9432
3999,43319
4025,11186
4238,28446
4275,13773
4757,41363
4861,11340
4878,14611
4910,11438
5000,36712
5040,24741
5089,21331
5129,12932
5131,33911
5204,23419
5257,15688
5463,7280
5479,3326
5519,19592
5528,27520
5557,20282
5753,35546
5866,28576
5905,43395
5908,28060
6029,24579
6076,36968
6222,9557
6225,20652
6340,33210
28,4661
471,5658
531,24858
1507,6732
1596,11620
1642,14010
2299,9260
2798,33444
2891,25011
3205,4753
3276,4467
3985,3753
5112,6465
5157,7535
5227,31310
5790,2723
40,67816
49,17856
84,40852
159,36265
409,13888
423,22886
1468,35371
1741,31638
2111,20221
2157,54983
3229,51329
3237,10152
3501,27972
3545,24131
3744,19557
3802,5523
4118,15572
4194,31033
4295,29717
4301,15884
4699,11547
4931,39750
4980,64567
6067,21154
30,2583
2047,64775
2274,18338
2666,27472
4950,41379
5135,462
560,8133
31,1111
664,12424
2268,6604
4479,11346
4590,24754
32,25678
402,7320
446,21579
479,45804
753,25454
983,34683
1220,13881
1252,11378
1254,21273
1291,15354
1389,4287
1407,10327
1440,20040
1740,35000
1945,32371
2053,17631
2054,10732
2115,12972
2154,4648
2239,25264
2469,7647
2598,15211
2675,37032
2733,28266
2754,34527
2867,43181
2916,13106
2984,15277
2999,5011
3047,14733
3162,12292
3233,39875
3258,11768
3394,12529
3413,60544
3449,27441
3570,7290
3590,27827
3636,37828
3676,24769
3694,28571
3827,25824
3877,15025
3887,18069
3925,45219
3938,6048
3968,25404
4189,17862
4319,8293
4581,30596
4637,10898
4665,14799
4742,75981
4750,21893
4785,14670
5036,20739
5085,13748
5253,15904
5555,59611
5566,6625
5624,23172
5645,19388
5731,9516
5840,81355
6030,20608
6048,27079
6370,15956
80,29081
33,9696
171,19305
255,11604
266,26484
655,17082
835,6943
1999,18114
2088,6924
2220,23804
2432,20353
2743,44812
3266,17790
3285,11176
3486,8356
3858,14760
4139,6664
4334,19396
4528,13424
4571,12720
4752,9815
4802,2139
5368,14308
5587,21768
5648,3275
5973,12132
6058,16546
6135,503
34,1435
801,15542
1208,28563
1761,17869
5209,205
35,9052
204,17854
270,17334
362,11359
379,32540
779,26278
998,2340
1033,14310
1059,10629
1070,9440
1092,40155
1478,18972
1713,16869
1760,19255
1982,19592
2024,29392
2066,16048
2150,7137
2701,39590
2876,12211
3027,14694
3955,28135
4317,15476
4412,23268
4624,12763
4736,19758
4747,10032
4803,8589
5328,11364
5607,13583
5710,48437
36,4767
1341,33288
3042,37945
3055,2829
3139,27299
3689,18384
4759,19924
4935,18464
5326,33680
5667,31964
6107,29438
37,1766
1458,17550
1467,16795
1496,27774
4264,2091
72,13766
187,12511
237,40756
294,12526
519,15888
885,9937
936,28371
958,16173
1242,5948
1858,15844
1882,20737
1889,54781
1994,9916
2491,44224
2558,9451
2617,70228
2623,20521
2668,14080
3403,399
3412,11303
3584,10472
3665,29280
3708,7640
3904,3892
4135,18056
4279,27240
4306,15189
4379,5848
4437,11024
4619,20344
4634,30009
4745,53864
4852,16061
4874,6997
5033,23019
5646,16105
5798,31979
6023,21633
6165,8463
6247,7712
143,10842
39,4671
196,15144
329,6537
654,2385
709,11790
810,24710
1135,26364
1397,18388
1661,8468
2554,9227
2766,24762
3525,15740
3624,12113
3722,6922
4853,6455
4866,8247
5203,20051
5297,34592
5754,14736
6272,3937
50,37312
225,18285
238,18289
312,15796
349,11170
391,13722
434,28602
461,23370
482,30427
494,15463
539,3076
554,8213
637,23318
718,26480
738,12249
823,17474
829,29492
872,33308
883,15831
902,49180
945,4203
963,23028
975,37040
994,8338
1049,37680
1146,9095
1317,15156
1361,31480
1387,17085
1434,9182
1518,28014
1528,30935
1543,22555
1550,21186
1553,33018
1577,21653
1594,27852
1613,14751
1635,24375
1800,17048
1823,14811
1851,12211
1857,31074
2085,30431
2223,8624
2283,4358
2330,29073
2362,9003
2404,67869
2406,66432
2490,36407
2493,55558
2563,13073
2569,14596
2649,5640
2652,34425
2753,31860
2810,34228
2825,6755
2913,20289
2969,14230
3012,38511
3102,21363
3120,40734
3142,8110
3158,22552
3194,24617
3198,28256
3218,13640
3232,28645
3300,33987
3357,21019
3405,12441
3470,17360
3472,39508
3630,55649
3644,17432
3657,15802
3701,28639
3723,22484
3782,19878
3861,25871
3905,20406
3981,13544
3995,14088
4054,23531
4062,5609
4097,20070
4108,5518
4157,30727
4161,50210
4184,19677
4222,20346
4252,42558
4321,24783
4392,19816
4439,33616
4462,40948
4488,24341
4493,9439
4585,17048
4621,18273
4658,29411
4695,18107
4727,9186
4772,22624
4810,59007
4811,32860
4816,7011
4885,6714
4934,28599
5143,50361
5183,10226
5188,32228
5380,35172
5503,27902
5653,15517
5669,25129
5759,35040
5816,34191
5962,35624
5970,20703
6166,7020
6169,19361
6172,12043
6187,10806
6202,9790
6277,59047
6358,21460
6367,15804
6384,17695
41,9240
125,11060
210,11962
790,15230
847,6456
1123,22691
1212,14030
1370,9223
1837,38058
2136,19478
2497,8662
2628,7489
2832,14875
3030,12846
3212,8849
3491,14366
4229,19644
4311,16550
4343,27889
4435,20022
4998,9536
5164,3481
5374,21264
5700,18539
5762,18570
5763,22036
6349,8207
78,34221
42,11794
130,28579
614,23037
632,16838
685,12656
825,23501
1450,30908
1475,4839
1485,31616
1533,53075
1547,27698
1618,20332
1983,16981
2292,31716
2576,10774
2764,19732
2859,20945
3131,20403
3286,21921
3469,18193
4300,18297
4355,27795
4422,36921
4990,9344
5145,60266
5151,13373
5229,33131
5246,6417
5265,46228
5560,18966
6083,26328
6375,22336
64,36561
106,8592
274,8797
488,16712
550,10250
558,24713
773,48329
1096,12838
1375,47379
1688,29252
3084,12935
3254,18817
3273,22409
3302,17621
3571,31786
3716,19222
3936,21431
4164,23324
4175,25135
4568,17152
4674,25500
4796,33980
4943,721
5111,20180
5537,22928
5616,7263
5748,38013
96,16743
44,16617
99,11376
172,14289
317,24382
521,11707
534,24659
568,29064
607,22350
617,39129
1104,13689
1132,16870
1330,14940
1453,11132
2063,23989
2164,11607
2197,25237
2207,10620
2291,14480
2319,19913
2526,4771
2618,26740
2727,7194
2956,23140
3129,9153
3206,25609
3385,13862
3391,57354
3642,4211
3659,7452
3664,63683
3725,11000
3824,11123
3922,10233
4039,40896
4159,44648
4218,6781
4436,30807
4536,25373
4576,40375
4632,4588
4680,19058
4925,9317
5216,35854
5260,27883
5423,9739
5486,10341
5861,23009
5876,22556
5925,26825
6278,36092
45,483
2843,22976
62,8161
104,22810
201,18126
350,15447
649,10535
724,10861
1908,3036
1963,8350
1973,29939
2235,14324
3169,20895
3427,10351
3457,15819
3970,6535
4395,30084
4890,31880
5238,28565
5339,1724
5575,4576
5625,25717
580,12383
661,14924
1439,38742
1874,5442
2655,20719
2702,15102
4056,39984
4078,18780
4600,17136
4623,9413
5121,19495
5441,21572
5532,23642
5677,13291
5953,15333
6123,12233
260,18396
48,7342
328,19534
353,17884
921,10159
1379,28418
1504,7909
1526,21644
1764,10048
1923,25536
2030,33967
2366,32591
2612,7832
2850,29651
3111,29205
3378,22546
3975,25917
4063,24828
4983,27897
5363,19758
5497,10623
5570,12318
5659,9863
492,34103
556,12104
988,28682
993,23922
1106,13503
1129,35514
1164,16259
1214,18274
1765,9458
2073,28493
2337,32515
2345,28778
2482,6975
2670,1905
3018,13611
3349,12880
3454,31987
3478,12769
3841,13299
4040,18892
4042,8776
4160,7804
4233,4916
4440,18678
4547,28909
4641,16131
4999,17667
5390,24542
5446,14698
5568,15171
5574,11346
5630,29726
5836,10236
5928,38712
6010,11704
6085,7226
6163,56384
91,9637
158,27523
269,28984
546,7602
644,8351
821,28385
831,20884
1138,33162
1240,10798
1316,16432
1403,13887
1415,27288
1585,13893
1637,21534
1663,16986
1667,11229
1717,17063
1811,22314
1847,27112
1953,8133
2059,3024
2222,35330
2236,18363
2242,22467
2399,32922
2465,51512
2507,32987
2786,33210
2827,14616
3616,17886
4187,15285
4324,36860
4359,19952
4364,26112
4410,9724
4438,6971
4516,44473
4538,18485
4541,28519
4559,23330
4661,39516
4940,46604
5006,26180
5011,32484
5133,20823
5149,36593
5213,13003
5233,4976
5411,39005
5458,39177
5482,23908
5505,36511
5539,41538
5729,13427
5774,7084
5819,31395
5842,30936
5863,56440
5935,34135
6028,11166
6194,18321
6328,31408
6381,34943
71,14705
545,23472
1005,13890
1021,5770
1474,11876
1554,5190
1579,7477
1666,8566
1712,9270
1792,19214
1967,13720
1972,48922
2325,18637
2801,20049
3067,20340
3085,18883
3105,11040
3268,6574
3480,26118
3833,1941
4255,14185
4444,5472
4563,10293
5039,4806
5200,5523
5221,1784
5604,3613
6176,12190
6265,517
6305,9914
189,3362
52,16732
460,53715
574,20844
